paper_id,title,year,publication_date,authors,venue,doi,arxiv_id,url,matched_queries,abstract
35a23052e1ae40eb2a8dbcbce16c0d02890cfe47,Анализ влияния генеративного искусственного интеллекта на продуктивность и качество кода в контексте трансформации процессов веб-разработки,2026,2026-01-29,Владимир Евгеньевич Мещеряков,Modern Innovations Systems and Technologies,10.47813/2782-2818-2026-6-1-3001-3010,,https://www.semanticscholar.org/paper/35a23052e1ae40eb2a8dbcbce16c0d02890cfe47,SS-05,"В статье исследуется, каким образом генеративный искусственный интеллект переопределяет практики современной веб-разработки. Актуальность исследования обусловлена широким внедрением инструментов GenAI,  от ассистентов, глубоко интегрированных в IDE и работающих в режиме проактивного автодополнения (как GitHub Copilot), до отдельных диалоговых систем на базе больших языковых моделей, в повседневные циклы разработки, что приводит к сдвигу методологических оснований программной инженерии. Научная новизна заключается в предложенной рамочной модели систематизации влияния GenAI по трем взаимосвязанным измерениям: рост производительности, изменение профиля качества и сопровождаемости кода, а также трансформации смежных творческих процессов. В работе выделяются доминирующие классы моделей, используемых для создания программного кода (LLM) и визуальных материалов; синтезируются эмпирические данные об ускорении выполнения задач; формулируются сопутствующие риски - от уязвимостей безопасности до ухудшения читаемости решений, генерируемых ИИ. Отдельное внимание в работе уделяется изменению профессиональной роли разработчика: аксиологический центр смещается от непосредственного написания кода к его верификации, оркестровке и интеграции (code-reviewing / AI-wrangling). Цель исследования - оценить, каким образом GenAI модифицирует жизненный цикл веб-разработки, выявляя баланс между приростом производительности и новыми вызовами. Методологическую основу составляют систематический анализ научных публикаций, рассмотрение отраслевых отчетов и концептуальное моделирование. В заключение подчеркивается необратимый характер происходящих изменений и формулируются требования к обновленной модели компетенций вeб-разработчика. Материал адресован тимлидам, руководителям проектов, практикующим инженерам и исследователям в области программной инженерии."
ea19eede6585da1d061d8954ed50cf37294ba4e3,tap: A File-Based Protocol for Heterogeneous LLM Agent Collaboration,2026,2026-06-12,Minseo Kim,,,2606.14445,https://www.semanticscholar.org/paper/ea19eede6585da1d061d8954ed50cf37294ba4e3,SS-05;SS-08,"Existing multi-agent software development systems have proposed many forms of agent collaboration, including role-based collaboration and automated code review. However, many systems assume a common runtime, a central conversation server, or the same API family. Under these assumptions, LLM agents from different vendors cannot easily exchange messages directly from their own execution environments while dividing development and review work on a shared codebase. This paper presents tap, a file-based collaboration protocol that allows Claude (Anthropic) and Codex (OpenAI) to collaborate on one codebase without shared memory or an identical runtime. The core of tap is a file-first design that preserves markdown files with metadata as original messages, combines a file inspection path (file communication, Tier 1) with real-time notification paths for Claude and Codex (real-time communication, Tier 2), and isolates work through separate git worktrees. Even if real-time notification fails or a receiver restarts, the message file remains available and the same content can be inspected again. In a 27-day, 37-generation self-applied operation where tap was used to develop and review itself, we collected 209 tap-related pull requests and 717 operational artifacts. An analysis of 375 review artifacts showed that the share of reviews recording at least one defect or requested change was 69.8% for heterogeneous model pairs and 53.1% for homogeneous model pairs. These results show that tap, which combines file-based message preservation with real-time notification, operates in a real production repository, and that combining heterogeneous models and execution environments can broaden review perspectives. tap is distributed as the open-source npm package @hua-labs/tap (v0.5.2)."
fd9b5c56429a7dba70e661b649bf72597713131d,"When leaders back the bots: AI affordances, empowerment, and developer innovative work behavior.",2026,2026-07-16,Liang Ma; Wenbo Zhu,Acta Psychologica,10.1016/j.actpsy.2026.107469,,https://www.semanticscholar.org/paper/fd9b5c56429a7dba70e661b649bf72597713131d,SS-13,"As AI-assisted coding, debugging, and code review tools become integrated into the software development workflow, a key question is raised: under what circumstances do these tools encourage innovative work behavior instead of simply automating routine tasks? Based on the proactive motivation model, this study focuses on the relationship between the affordance of AI technology and innovative work behavior of software developers in China, and discusses the psychological and contextual mechanisms underlying the relationship. We propose that AI technology affordances, i.e., interactivity, personalization, convenience, and social presence, enhance innovative work behavior through two mediators, i.e., digital self-efficacy and psychological empowerment. We also argue that leader support for the use of AI increases the positive effects of AI technology affordances on both digital self-efficacy and psychological empowerment. Survey data from 411 software developers in four major cities of China were analyzed using structural equation modeling. Results support all hypothesized relationships, which suggests that the AI technology affordances promote innovative work behavior indirectly through digital self-efficacy and psychological empowerment and that these relationships are stronger when leader support for AI use is high. The study identifies AI technology affordances and AI-specific leadership support as important levers for developing innovation in AI-intensive software development teams."
d84774c6a0a05df0791e21ae75879f8ae56424a4,When Reasoning Supervision Hurts: TTCW-Based Long-Form Literary Review Generation,2026,2026-05-19,Jinlong Liu; Mohammed Bahja; Mark D. Lee,arXiv.org,10.48550/arXiv.2605.20364,2605.20364,https://www.semanticscholar.org/paper/d84774c6a0a05df0791e21ae75879f8ae56424a4,SS-06,"Automatic evaluation of long-form literary writing remains challenging, as generic LLM-as-Judge approaches may not fully capture creativity-related dimensions such as originality and flexibility. Although the Torrance Test of Creative Writing (TTCW) provides a structured creativity framework, and prior work has demonstrated reference-based TTCW evaluation at the pairwise level, no large-scale dataset exists for long-form TTCW-based literary review generation. We address this gap by constructing a dataset of 263,911 long-form stories, each annotated with scalar scores and meta-synthesised review comments across 14 TTCW-based dimensions. Using this dataset, we fine-tune Qwen3 models at two scales, 4B and 8B, under two conditions: with and without reasoning content. Results show that non-reasoning fine-tuning achieves stronger and more stable performance, with the best setting reaching an evaluation score of 0.6820. Further analysis shows that reasoning-supervised models are more prone to parse failures, often continuing with irrelevant or repetitive reasoning-style text rather than completing the required 14-metric review report. These results suggest that, for fixed-format rubric-based review generation, reasoning supervision is not straightforwardly beneficial, and precise metric-aligned scoring remains challenging even after task-specific fine-tuning."
f7d3de8b88fc78ed53d950f4acd4f4769d7a2579,When Policies Change Probabilities: Modular Decision-Making for LLM Code Review,2026,2026-08-02,Rasvik Kudum; Max Corbett; Hitansh Paliwal; Romaisa Fatima; Thomas Jiralerspong; Sneheel Sarangi,,,2608.02677,https://www.semanticscholar.org/paper/f7d3de8b88fc78ed53d950f4acd4f4769d7a2579,SS-05,"LLM code reviewers often estimate patch risk and make approval decisions in one prompt. A probability should depend on evidence; costs should determine the action taken from it. We test whether four deployed reviewer interfaces preserve this separation using 15,792 responses on 720 candidate patches, with one that passed and one that failed an archived test harness for each of 360 repository issues. In matched calls with the patch and monitor evidence fixed, replacing an equal-cost policy with a 10:1 false-accept policy changes reported failure probabilities by 13.6 to 16.9 percentage points on average. For every reviewer, the actions returned under the high-cost prompt are worse than rejecting all patches. Applying the same high-cost rule to probabilities elicited under equal costs reduces loss for all four systems, showing that probability elicitation itself contributes to the excess loss. We also evaluate a modular pipeline that elicits risk without policy information, combines an independent monitor score, and applies costs in code. Relative to calibrated reviewer-only scores, the pipeline improves average probability accuracy and, at equal costs, reduces mean loss by .073 per issue while accepting 58 to 68% of patches. At 10:1, it accepts none and matches reject-all. Downstream policy can therefore change the probability it is meant to use, motivating separate evaluation of risk, outside evidence, and action."
fa3ab5edf5d0f589f4d8e9082cf13d31634d31a7,When AI Reviews Its Own Code: Recursive Self-Training Collapse in Code LLMs,2026,2026-06-26,Xinyuan Song; Z. Cai; Liang Zhao,,,2606.28438,https://www.semanticscholar.org/paper/fa3ab5edf5d0f589f4d8e9082cf13d31634d31a7,SS-05,"Recursive self-training can degrade neural generative models when generated data is reused without fresh human data or external quality control. We study this risk in code LLMs, where AI-generated code can enter real repositories, later become training data, and create a repository-scale self-training loop. While software development traditionally interrupts this loop through pull-request review, tests, compilation, and human approval, AI coding tools now produce code faster than humans can review it, and code review itself is increasingly automated by AI systems. We therefore compare three recursive fine-tuning regimes: no review, Human-gate review using model-independent filters such as compilation and static quality checks, and AI-self-gate review using the code LLM's own signals such as perplexity and binary self-scoring. Across multiple code LLMs and benchmarks, no review collapses fastest, Human-gate filters slow but do not stop collapse, and AI-self-gate filters can look strong early but later lose their filtering effect. In the clearest case, the binary self-gate enters a rubber-stamp regime where acceptance scores rise while benchmark correctness falls. We explain this behavior by formulating review as gated distributional reweighting, proving that AI self-gating degenerates to ungated self-training under a self-confirming acceptance condition, and giving a spectral analysis of representation-level covariance concentration under recursive retraining. These results suggest that stable recursive code LLM training requires exogenous verification rather than model-coupled self-review."
e207d05ef60ce9545d664d943195dfdd57c8646a,When AI Is Wrong on Purpose: How Students Respond to Buggy GenAI Code,2026,2026-07-06,Victor-Alexandru Puadurean; K. Riegel; Alkis Gotovos; Jyotika Mahapatra; Ahana Ghosh; Paul Denny; Juho Leinonen; James Prather; A. Singla,,,2607.05068,https://www.semanticscholar.org/paper/e207d05ef60ce9545d664d943195dfdd57c8646a,SS-09,"As Generative AI (GenAI) becomes increasingly central to software development, CS education is integrating prompt-centered workflows where students describe intended program behavior in natural language to elicit code. However, professional practice requires careful review and verification of GenAI-generated code that may appear correct while containing subtle faults. This creates a challenge for CS1-level activities, where current models often solve tasks correctly and reduce students'incentive to closely inspect generated outputs. We investigate how prompt-centered programming activities can be adapted to better foster these practices. Specifically, we explore an approach where realistic, runnable bugs are injected into otherwise correct solutions, thus requiring students to read and repair generated outputs. We analyzed 2,636 sessions from 917 students, and examined behavior across instances of naturally occurring prompt-related failures and deliberately injected bugs within each session. Our findings show that students responded differently across bug sources. Deliberately injected bugs more often led to direct code edits and higher next-attempt success, suggesting localized repair of near-miss solutions. Prompt-related failures instead more often led students to refine prompts by clarifying constraints, updating function signatures, adding edge cases, or reframing the task. Student reflections reinforce the emphasis on review and repair, describing useful practice in code understanding, code review, and debugging, as well as a more careful verification mindset and greater awareness of GenAI limitations. Ultimately, prompt-related failures and injected bugs together support a pedagogically useful GenAI workflow, where students practice both specification refinement through prompts and debugging through code editing."
98f6f0405db31211df28c32324ae19476f5ae98b,VulRetriever: Learning Program Representation for Vulnerability Detection,2026,2026-05-13,Kun Sun; Yilin Li; Guozhu Meng,International Conference on Computer Supported Cooperative Work in Design,10.1109/CSCWD68734.2026.11582733,,https://www.semanticscholar.org/paper/98f6f0405db31211df28c32324ae19476f5ae98b,SS-01;SS-05;SS-13,"In the era of collaborative software development, automatic vulnerability detection is critical to maintaining system security. Although Large Language Models (LLMs) have demonstrated excellent code analysis capabilities, they often have hallucinations and lack specific domain knowledge. Retrieval-Augmented Generation (RAG) solves these problems by providing external context; however, the existing methods usually rely on the general embedding model. These models pay more attention to lexical similarity than code semantics, and it is difficult to capture the inherent structural pattern of software vulnerabilities. To bridge this gap, we propose VulRetriever, which is a domain adaptive framework designed for fine-grained vulnerability pattern understanding. We introduce a pattern aware contrastive tuning strategy, which converts the general LLM into a dedicated encoder. By using natural language descriptions as vulnerability pattern anchors, our method effectively aligns the code representation with its underlying vulnerability logic. Experiments on PrimeVul dataset show that VulRetriever achieves a 15.8% relative improvement in retrieval accuracy compared with the baseline method. In addition, the optimized retrieval context significantly enhances downstream detection, achieves a recall rate of 86.72%, and improves the accuracy and credibility of AI assisted collaborative code review."
9315a2a3e7522596325e3828a6e95f1269951918,Understanding the Limits of Automated Evaluation for Code Review Bots in Practice,2026,2026-04-27,Veli Karakaya; U. B. Torun; Baykal Mehmet Uccar; Eray Tuzun,arXiv.org,10.48550/arXiv.2604.24525,2604.24525,https://www.semanticscholar.org/paper/9315a2a3e7522596325e3828a6e95f1269951918,SS-05;SS-08,"Automated code review (ACR) bots are increasingly used in industrial software development to assist developers during pull request (PR) review. As adoption grows, a key challenge is how to evaluate the usefulness of bot-generated comments reliably and at scale. In practice, such evaluation often relies on developer actions and annotations that are shaped by contextual and organizational factors, complicating their use as objective ground truth. We examine the feasibility and limitations of automating the evaluation of LLM-powered ACR bots in an industrial setting. We analyze an industrial dataset from Beko comprising 2,604 bot-generated PR comments, each labeled by software engineers as fixed/wontFix. Two automated evaluation approaches, G-Eval and an LLM-as-a-Judge pipeline, are applied using both binary decisions and a 0-4 Likert-scale formulation, enabling a controlled comparison against developer-provided labels. Across Gemini-2.5-pro, GPT-4.1-mini, and GPT-5.2, both evaluation strategies achieve only moderate alignment with human labels. Agreement ratios range from approximately 0.44 to 0.62, with noticeable variation across models and between binary and Likert-scale formulations, indicating sensitivity to both model choice and evaluation design. Our findings highlight practical limitations in fully automating the evaluation of ACR bot comments in industrial contexts. Developer actions such as resolving or ignoring comments reflect not only comment quality, but also contextual constraints, prioritization decisions, and workflow dynamics that are difficult to capture through static artifacts. Insights from a follow-up interview with a software engineering director further corroborate that developer labeling behavior is strongly influenced by workflow pressures and organizational constraints, reinforcing the challenges of treating such signals as objective ground truth."
adf4fa81faf9e9ed0fb2fe87b6b7d4e4d8366013,Understanding the (In)Security of Vibe-Coded Applications,2026,2026-06-22,Junquan Deng; Zhiyu Fan; Ruijie Meng,,,2606.23130,https://www.semanticscholar.org/paper/adf4fa81faf9e9ed0fb2fe87b6b7d4e4d8366013,SS-01;SS-05;SS-13,"Recent advances in large language models (LLMs) have enabled vibe coding, an emerging software development paradigm in which users create applications primarily through natural-language interactions with AI agents. Due to its low barrier to entry, vibe coding is rapidly gaining adoption in practice. Unlike conventional AI-assisted programming, where developers remain responsible for implementation and code review, vibe coding delegates a substantial portion of development to AI systems. This shift raises a fundamental question: how (in)secure are applications developed through vibe coding? In this paper, we conduct a systematic study of the security of vibe-coded applications. We collect a large corpus of real-world applications developed using popular AI agents and design a vulnerability analysis framework that combines agent-assisted code auditing with human validation. Using this framework, we examine the prevalence, severity, and root causes of vulnerabilities in the deployed vibe-coded applications. Our study reveals several key findings: (1) vibe-coded applications exhibit recurring vulnerability patterns that differ from those commonly observed in conventional software development workflows, including placeholder logic, unfiltered input, and secret exposure; (2) these vulnerabilities arise from systematic limitations of AI agents throughout the vibe-coding lifecycle, such as memory loss, locally optimized objectives and insufficient security knowledge; and (3) while advances in LLM capabilities and improved prompting strategies can reduce the incidence of vulnerabilities, they do not eliminate the underlying security risks. Overall, our study provides an empirical understanding of the security landscape of vibe-coded applications and lays the groundwork for addressing the security challenges introduced by the growing delegation of software development to AI systems."
